timestamp,mode,SPTemp,SPHum,SPLight,actTemp,actHum,actLight,manHeater,manComp,manLight,manHum
7:9:32_16/8/2022,auto,0,0,0,,,,False,False,0,False
7:13:51_16/8/2022,auto,0,0,0,,,,False,False,0,False
8:5:16_16/8/2022,auto,0,0,0,,,,False,False,0,False
10:37:39_16/8/2022,auto,0,0,0,,,,False,False,0,False
10:48:38_16/8/2022,auto,0,0,0,,,,False,False,0,False
10:50:38_16/8/2022,auto,0,0,0,,,,False,False,0,False
11:8:19_16/8/2022,auto,0,0,0,,,,False,False,0,False
11:13:23_16/8/2022,auto,0,0,0,,,,False,False,0,False
