timestamp,mode,SPTemp,SPHum,SPLight,actTemp,actHum,actLight,manHeater,manComp,manLight,manHum,cpuTemp
0:45:44_4/8/2023,auto,23,90,0,22.8,90,0,False,False,0,False,37.48
0:47:44_4/8/2023,auto,23,90,0,22.8,97,0,False,False,0,False,37.48
0:49:44_4/8/2023,auto,23,90,0,22.9,101,0,False,False,0,False,37.97
0:51:44_4/8/2023,auto,23,90,0,22.9,97,0,False,False,0,False,37.00
0:53:44_4/8/2023,auto,23,90,0,22.8,75,0,False,False,0,False,37.48
0:55:44_4/8/2023,auto,23,90,0,22.8,84,0,False,False,0,False,37.97
0:57:44_4/8/2023,auto,23,90,0,22.8,91,0,False,False,0,False,37.97
0:59:44_4/8/2023,auto,23,90,0,22.8,96,0,False,False,0,False,38.46
1:1:44_4/8/2023,auto,23,90,0,22.9,101,0,False,False,0,False,38.46
1:3:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,38.46
1:5:44_4/8/2023,auto,23,90,0,22.9,82,0,False,False,0,False,37.48
1:7:44_4/8/2023,auto,23,90,0,22.9,79,0,False,False,0,False,38.46
1:9:44_4/8/2023,auto,23,90,0,22.8,87,0,False,False,0,False,37.48
1:11:44_4/8/2023,auto,23,90,0,22.8,95,0,False,False,0,False,37.97
1:13:47_4/8/2023,auto,23,90,0,22.9,100,0,False,False,0,False,37.97
1:15:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.97
1:17:44_4/8/2023,auto,23,90,0,22.9,79,0,False,False,0,False,37.97
1:19:44_4/8/2023,auto,23,90,0,22.8,80,0,False,False,0,False,37.48
1:21:44_4/8/2023,auto,23,90,0,22.8,89,0,False,False,0,False,37.97
1:23:44_4/8/2023,auto,23,90,0,22.8,96,0,False,False,0,False,37.97
1:25:44_4/8/2023,auto,23,90,0,22.9,101,0,False,False,0,False,38.95
1:27:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.97
1:29:44_4/8/2023,auto,23,90,0,22.9,78,0,False,False,0,False,37.48
1:31:44_4/8/2023,auto,23,90,0,22.8,80,0,False,False,0,False,37.97
1:33:44_4/8/2023,auto,23,90,0,22.8,90,0,False,False,0,False,38.46
1:35:44_4/8/2023,auto,23,90,0,22.8,97,0,False,False,0,False,37.48
1:37:44_4/8/2023,auto,23,90,0,22.9,101,0,False,False,0,False,37.00
1:39:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.97
1:41:44_4/8/2023,auto,23,90,0,22.9,79,0,False,False,0,False,37.48
1:43:44_4/8/2023,auto,23,90,0,22.8,80,0,False,False,0,False,37.48
1:45:44_4/8/2023,auto,23,90,0,22.8,89,0,False,False,0,False,38.46
1:47:44_4/8/2023,auto,23,90,0,22.8,97,0,False,False,0,False,37.97
1:49:44_4/8/2023,auto,23,90,0,22.9,101,0,False,False,0,False,37.97
1:51:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.48
1:53:44_4/8/2023,auto,23,90,0,22.9,78,0,False,False,0,False,37.00
1:55:44_4/8/2023,auto,23,90,0,22.8,81,0,False,False,0,False,37.97
1:57:44_4/8/2023,auto,23,90,0,22.8,90,0,False,False,0,False,38.46
1:59:44_4/8/2023,auto,23,90,0,22.8,97,0,False,False,0,False,38.46
2:1:44_4/8/2023,auto,23,90,0,22.9,101,0,False,False,0,False,38.46
2:3:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.97
2:5:44_4/8/2023,auto,23,90,0,22.9,78,0,False,False,0,False,38.46
2:7:44_4/8/2023,auto,23,90,0,22.8,80,0,False,False,0,False,37.97
2:9:44_4/8/2023,auto,23,90,0,22.7,89,0,False,False,0,False,37.00
2:11:44_4/8/2023,auto,23,90,0,22.8,97,0,False,False,0,False,37.97
2:13:47_4/8/2023,auto,23,90,0,22.8,101,0,False,False,0,False,38.46
2:15:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,38.95
2:17:44_4/8/2023,auto,23,90,0,22.9,87,0,False,False,0,False,37.97
2:19:44_4/8/2023,auto,23,90,0,22.8,76,0,False,False,0,False,37.48
2:21:44_4/8/2023,auto,23,90,0,22.8,86,0,False,False,0,False,37.48
2:23:44_4/8/2023,auto,23,90,0,22.8,94,0,False,False,0,False,38.46
2:25:44_4/8/2023,auto,23,90,0,22.8,100,0,False,False,0,False,37.97
2:27:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.97
2:29:44_4/8/2023,auto,23,90,0,23.0,101,0,False,False,0,False,38.46
2:31:44_4/8/2023,auto,23,90,0,22.8,75,0,False,False,0,False,37.97
2:33:44_4/8/2023,auto,23,90,0,22.8,82,0,False,False,0,False,37.97
2:35:44_4/8/2023,auto,23,90,0,22.8,91,0,False,False,0,False,37.00
2:37:44_4/8/2023,auto,23,90,0,22.8,98,0,False,False,0,False,37.97
2:39:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.48
2:41:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.48
2:43:44_4/8/2023,auto,23,90,0,22.9,78,0,False,False,0,False,37.48
2:45:44_4/8/2023,auto,23,90,0,22.8,80,0,False,False,0,False,37.48
2:47:44_4/8/2023,auto,23,90,0,22.8,89,0,False,False,0,False,37.48
2:49:44_4/8/2023,auto,23,90,0,22.8,96,0,False,False,0,False,37.00
2:51:44_4/8/2023,auto,23,90,0,22.8,101,0,False,False,0,False,37.00
2:53:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.00
2:55:44_4/8/2023,auto,23,90,0,22.9,88,0,False,False,0,False,37.97
2:57:44_4/8/2023,auto,23,90,0,22.8,76,0,False,False,0,False,37.97
2:59:44_4/8/2023,auto,23,90,0,22.8,86,0,False,False,0,False,37.97
3:1:44_4/8/2023,auto,23,90,0,22.8,94,0,False,False,0,False,37.48
3:3:44_4/8/2023,auto,23,90,0,22.8,100,0,False,False,0,False,37.97
3:5:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.97
3:7:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,38.46
3:9:44_4/8/2023,auto,23,90,0,22.8,75,0,False,False,0,False,37.97
3:11:44_4/8/2023,auto,23,90,0,22.8,82,0,False,False,0,False,37.97
3:13:47_4/8/2023,auto,23,90,0,22.7,90,0,False,False,0,False,38.46
3:15:44_4/8/2023,auto,23,90,0,22.8,97,0,False,False,0,False,38.46
3:17:44_4/8/2023,auto,23,90,0,22.8,101,0,False,False,0,False,37.48
3:19:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,38.46
3:21:44_4/8/2023,auto,23,90,0,22.9,87,0,False,False,0,False,37.48
3:23:44_4/8/2023,auto,23,90,0,22.8,77,0,False,False,0,False,37.97
3:25:44_4/8/2023,auto,23,90,0,22.8,87,0,False,False,0,False,36.51
3:27:44_4/8/2023,auto,23,90,0,22.8,94,0,False,False,0,False,37.48
3:29:44_4/8/2023,auto,23,90,0,22.8,100,0,False,False,0,False,37.48
3:31:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,38.46
3:33:44_4/8/2023,auto,23,90,0,22.9,90,0,False,False,0,False,37.00
3:35:44_4/8/2023,auto,23,90,0,22.8,76,0,False,False,0,False,37.97
3:37:44_4/8/2023,auto,23,90,0,22.8,86,0,False,False,0,False,38.46
3:39:44_4/8/2023,auto,23,90,0,22.8,94,0,False,False,0,False,37.48
3:41:44_4/8/2023,auto,23,90,0,22.8,99,0,False,False,0,False,37.97
3:43:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.48
3:45:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.48
3:47:44_4/8/2023,auto,23,90,0,22.9,78,0,False,False,0,False,37.97
3:49:44_4/8/2023,auto,23,90,0,22.8,80,0,False,False,0,False,37.97
3:51:44_4/8/2023,auto,23,90,0,22.8,89,0,False,False,0,False,36.51
3:53:44_4/8/2023,auto,23,90,0,22.8,96,0,False,False,0,False,37.97
3:55:44_4/8/2023,auto,23,90,0,22.9,101,0,False,False,0,False,38.46
3:57:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.48
3:59:44_4/8/2023,auto,23,90,0,22.9,81,0,False,False,0,False,38.46
4:1:44_4/8/2023,auto,23,90,0,22.8,79,0,False,False,0,False,37.00
4:3:44_4/8/2023,auto,23,90,0,22.8,89,0,False,False,0,False,38.46
4:5:44_4/8/2023,auto,23,90,0,22.8,96,0,False,False,0,False,37.97
4:7:44_4/8/2023,auto,23,90,0,22.8,101,0,False,False,0,False,38.46
4:9:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.48
4:11:44_4/8/2023,auto,23,90,0,22.9,86,0,False,False,0,False,38.46
4:13:47_4/8/2023,auto,23,90,0,22.8,77,0,False,False,0,False,37.97
4:15:44_4/8/2023,auto,23,90,0,22.8,87,0,False,False,0,False,37.97
4:17:44_4/8/2023,auto,23,90,0,22.8,95,0,False,False,0,False,38.46
4:19:44_4/8/2023,auto,23,90,0,22.8,100,0,False,False,0,False,37.48
4:21:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,38.46
4:23:44_4/8/2023,auto,23,90,0,22.9,97,0,False,False,0,False,37.97
4:25:44_4/8/2023,auto,23,90,0,22.8,75,0,False,False,0,False,38.46
4:27:44_4/8/2023,auto,23,90,0,22.8,83,0,False,False,0,False,38.95
4:29:44_4/8/2023,auto,23,90,0,22.8,92,0,False,False,0,False,37.97
4:31:44_4/8/2023,auto,23,90,0,22.8,99,0,False,False,0,False,38.95
4:33:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,38.46
4:35:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.97
4:37:44_4/8/2023,auto,23,90,0,22.9,80,0,False,False,0,False,38.46
4:39:44_4/8/2023,auto,23,90,0,22.8,79,0,False,False,0,False,37.48
4:41:44_4/8/2023,auto,23,90,0,22.7,89,0,False,False,0,False,37.48
4:43:45_4/8/2023,auto,23,90,0,22.8,96,0,False,False,0,False,37.97
4:45:44_4/8/2023,auto,23,90,0,22.8,101,0,False,False,0,False,37.48
4:47:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.97
4:49:44_4/8/2023,auto,23,90,0,23.0,99,0,False,False,0,False,36.51
4:51:44_4/8/2023,auto,23,90,0,22.8,75,0,False,False,0,False,39.43
4:53:44_4/8/2023,auto,23,90,0,22.8,84,0,False,False,0,False,38.46
4:55:44_4/8/2023,auto,23,90,0,22.7,92,0,False,False,0,False,37.97
4:57:44_4/8/2023,auto,23,90,0,22.8,99,0,False,False,0,False,37.97
4:59:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.97
5:1:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.97
5:3:44_4/8/2023,auto,23,90,0,22.9,82,0,False,False,0,False,37.48
5:5:44_4/8/2023,auto,23,90,0,22.8,78,0,False,False,0,False,37.00
5:7:44_4/8/2023,auto,23,90,0,22.7,87,0,False,False,0,False,36.51
5:9:44_4/8/2023,auto,23,90,0,22.8,95,0,False,False,0,False,37.00
5:11:44_4/8/2023,auto,23,90,0,22.8,100,0,False,False,0,False,38.95
5:13:47_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.48
5:15:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.97
5:17:44_4/8/2023,auto,23,90,0,22.9,76,0,False,False,0,False,37.97
5:19:44_4/8/2023,auto,23,90,0,22.8,81,0,False,False,0,False,37.97
5:21:44_4/8/2023,auto,23,90,0,22.7,90,0,False,False,0,False,37.00
5:23:44_4/8/2023,auto,23,90,0,22.8,97,0,False,False,0,False,37.00
5:25:44_4/8/2023,auto,23,90,0,22.8,101,0,False,False,0,False,37.00
5:27:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.97
5:29:44_4/8/2023,auto,23,90,0,22.9,95,0,False,False,0,False,36.51
5:31:44_4/8/2023,auto,23,90,0,22.8,75,0,False,False,0,False,37.48
5:33:44_4/8/2023,auto,23,90,0,22.8,84,0,False,False,0,False,37.48
5:35:44_4/8/2023,auto,23,90,0,22.7,93,0,False,False,0,False,37.48
5:37:44_4/8/2023,auto,23,90,0,22.8,99,0,False,False,0,False,37.48
5:39:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,37.97
5:41:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,37.97
5:43:44_4/8/2023,auto,23,90,0,22.9,80,0,False,False,0,False,37.48
5:45:44_4/8/2023,auto,23,90,0,22.8,79,0,False,False,0,False,44.79
5:47:44_4/8/2023,auto,23,90,0,22.7,88,0,False,False,0,False,45.76
5:49:44_4/8/2023,auto,23,90,0,22.7,96,0,False,False,0,False,43.82
5:51:44_4/8/2023,auto,23,90,0,22.8,101,0,False,False,0,False,45.28
5:53:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,44.79
5:55:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,44.79
5:57:44_4/8/2023,auto,23,90,0,22.9,80,0,False,False,0,False,43.33
5:59:44_4/8/2023,auto,23,90,0,22.8,79,0,False,False,0,False,44.30
6:1:44_4/8/2023,auto,27,70,4000,22.8,90,3960,False,False,0,False,44.30
6:3:44_4/8/2023,auto,27,70,4000,23.0,99,3752,False,False,0,False,43.33
6:5:44_4/8/2023,auto,27,70,4000,23.4,102,3880,False,False,0,False,43.33
6:7:44_4/8/2023,auto,27,70,4000,23.9,102,4016,False,False,0,False,43.82
6:9:44_4/8/2023,auto,27,70,4000,24.3,102,3784,False,False,0,False,43.33
6:11:44_4/8/2023,auto,27,70,4000,24.8,102,3792,False,False,0,False,43.33
6:13:46_4/8/2023,auto,27,70,4000,25.3,102,3784,False,False,0,False,43.82
6:15:44_4/8/2023,auto,27,70,4000,25.7,102,3784,False,False,0,False,44.79
6:17:44_4/8/2023,auto,27,70,4000,26.0,102,3776,False,False,0,False,43.82
6:19:44_4/8/2023,auto,27,70,4000,26.3,101,3816,False,False,0,False,43.82
6:21:44_4/8/2023,auto,27,70,4000,26.6,101,4032,False,False,0,False,43.82
6:23:44_4/8/2023,auto,27,70,4000,26.9,101,3928,False,False,0,False,40.89
6:25:44_4/8/2023,auto,27,70,4000,27.0,77,3808,False,False,0,False,38.46
6:27:44_4/8/2023,auto,27,70,4000,27.0,60,3792,False,False,0,False,37.97
6:29:44_4/8/2023,auto,27,70,4000,26.9,69,3752,False,False,0,False,38.46
6:31:44_4/8/2023,auto,27,70,4000,26.7,80,3792,False,False,0,False,38.46
6:33:44_4/8/2023,auto,27,70,4000,26.6,90,3776,False,False,0,False,37.00
6:35:44_4/8/2023,auto,27,70,4000,26.7,95,3784,False,False,0,False,38.46
6:37:44_4/8/2023,auto,27,70,4000,26.8,97,4008,False,False,0,False,37.48
6:39:44_4/8/2023,auto,27,70,4000,26.9,98,3792,False,False,0,False,37.97
6:41:44_4/8/2023,auto,27,70,4000,27.0,75,3824,False,False,0,False,37.97
6:43:44_4/8/2023,auto,27,70,4000,26.9,59,4208,False,False,0,False,37.48
6:45:44_4/8/2023,auto,27,70,4000,26.8,70,3776,False,False,0,False,37.97
6:47:44_4/8/2023,auto,27,70,4000,26.7,82,3696,False,False,0,False,37.00
6:49:44_4/8/2023,auto,27,70,4000,26.7,91,3800,False,False,0,False,37.97
6:51:44_4/8/2023,auto,27,70,4000,26.7,95,3720,False,False,0,False,37.48
6:53:44_4/8/2023,auto,27,70,4000,26.9,97,3800,False,False,0,False,37.00
6:55:44_4/8/2023,auto,27,70,4000,27.0,86,3736,False,False,0,False,37.00
6:57:44_4/8/2023,auto,27,70,4000,27.0,61,3784,False,False,0,False,37.00
6:59:44_4/8/2023,auto,27,70,4000,26.9,68,3744,False,False,0,False,38.46
7:1:44_4/8/2023,auto,27,70,4000,26.8,80,3776,False,False,0,False,37.97
7:3:44_4/8/2023,auto,27,70,4000,26.7,89,4120,False,False,0,False,37.97
7:5:44_4/8/2023,auto,27,70,4000,26.7,94,3792,False,False,0,False,37.48
7:7:44_4/8/2023,auto,27,70,4000,26.9,97,3800,False,False,0,False,37.48
7:9:44_4/8/2023,auto,27,70,4000,27.0,84,3728,False,False,0,False,37.48
7:11:44_4/8/2023,auto,27,70,4000,26.9,61,4160,False,False,0,False,37.97
7:13:47_4/8/2023,auto,27,70,4000,26.9,69,3704,False,False,0,False,38.46
7:15:44_4/8/2023,auto,27,70,4000,26.8,80,3768,False,False,0,False,39.92
7:17:44_4/8/2023,auto,27,70,4000,26.7,90,3728,False,False,0,False,37.97
7:19:44_4/8/2023,auto,27,70,4000,26.7,82,3800,False,False,0,False,37.97
7:21:44_4/8/2023,auto,27,70,4000,26.6,60,4232,False,False,0,False,37.48
7:23:44_4/8/2023,auto,27,70,4000,26.6,69,3768,False,False,0,False,37.97
7:25:44_4/8/2023,auto,27,70,4000,26.5,81,3728,False,False,0,False,38.95
7:27:44_4/8/2023,auto,27,70,4000,26.5,90,4000,False,False,0,False,37.97
7:29:44_4/8/2023,auto,27,70,4000,26.5,95,3784,False,False,0,False,37.97
7:31:44_4/8/2023,auto,27,70,4000,26.7,97,3800,False,False,0,False,37.97
7:33:44_4/8/2023,auto,27,70,4000,26.9,98,4072,False,False,0,False,38.95
7:35:44_4/8/2023,auto,27,70,4000,27.0,75,3800,False,False,0,False,38.46
7:37:44_4/8/2023,auto,27,70,4000,27.0,59,4080,False,False,0,False,38.95
7:39:44_4/8/2023,auto,27,70,4000,26.9,71,3768,False,False,0,False,37.48
7:41:44_4/8/2023,auto,27,70,4000,26.8,82,3832,False,False,0,False,38.46
7:43:44_4/8/2023,auto,27,70,4000,26.8,91,3704,False,False,0,False,37.97
7:45:44_4/8/2023,auto,27,70,4000,26.8,95,3768,False,False,0,False,37.97
7:47:44_4/8/2023,auto,27,70,4000,27.0,90,3760,False,False,0,False,37.97
7:49:44_4/8/2023,auto,27,70,4000,26.9,63,4200,False,False,0,False,39.43
7:51:44_4/8/2023,auto,27,70,4000,26.9,67,3768,False,False,0,False,38.46
7:53:44_4/8/2023,auto,27,70,4000,26.7,78,4104,False,False,0,False,38.95
7:55:44_4/8/2023,auto,27,70,4000,26.7,88,3792,False,False,0,False,37.48
7:57:44_4/8/2023,auto,27,70,4000,26.7,94,4104,False,False,0,False,39.43
7:59:44_4/8/2023,auto,27,70,4000,26.9,96,3808,False,False,0,False,37.97
8:1:44_4/8/2023,auto,27,70,4000,27.0,82,3800,False,False,0,False,37.97
8:3:44_4/8/2023,auto,27,70,4000,27.0,61,3768,False,False,0,False,39.92
8:5:44_4/8/2023,auto,27,70,4000,26.9,69,3768,False,False,0,False,38.46
8:7:44_4/8/2023,auto,27,70,4000,26.8,81,3768,False,False,0,False,37.97
8:9:44_4/8/2023,auto,27,70,4000,26.8,90,3784,False,False,0,False,38.46
8:11:44_4/8/2023,auto,27,70,4000,26.8,95,4112,False,False,0,False,37.48
8:13:48_4/8/2023,auto,27,70,4000,26.9,78,3776,False,False,0,False,37.97
8:15:44_4/8/2023,auto,27,70,4000,26.8,60,4080,False,False,0,False,38.46
8:17:44_4/8/2023,auto,27,70,4000,26.7,70,3776,False,False,0,False,38.46
8:19:44_4/8/2023,auto,27,70,4000,26.7,81,3680,False,False,0,False,37.97
8:21:44_4/8/2023,auto,27,70,4000,26.7,90,3800,False,False,0,False,38.46
8:23:44_4/8/2023,auto,27,70,4000,26.8,95,3728,False,False,0,False,37.48
8:25:44_4/8/2023,auto,27,70,4000,26.9,97,3992,False,False,0,False,37.97
8:27:44_4/8/2023,auto,27,70,4000,27.0,78,3848,False,False,0,False,38.46
8:29:44_4/8/2023,auto,27,70,4000,27.0,60,3984,False,False,0,False,37.97
8:31:44_4/8/2023,auto,27,70,4000,26.9,70,4064,False,False,0,False,37.00
8:33:44_4/8/2023,auto,27,70,4000,26.8,81,3792,False,False,0,False,37.00
8:35:44_4/8/2023,auto,27,70,4000,26.8,90,4024,False,False,0,False,37.48
8:37:44_4/8/2023,auto,27,70,4000,26.9,94,3928,False,False,0,False,37.97
8:39:44_4/8/2023,auto,27,70,4000,27.0,91,3808,False,False,0,False,37.48
8:41:44_4/8/2023,auto,27,70,4000,26.9,62,3832,False,False,0,False,36.51
8:43:44_4/8/2023,auto,27,70,4000,26.9,67,3776,False,False,0,False,37.00
8:45:44_4/8/2023,auto,27,70,4000,26.8,78,3928,False,False,0,False,36.51
8:47:44_4/8/2023,auto,27,70,4000,26.7,88,3784,False,False,0,False,37.97
8:49:44_4/8/2023,auto,27,70,4000,26.7,93,3952,False,False,0,False,36.02
8:51:44_4/8/2023,auto,27,70,4000,26.9,95,3824,False,False,0,False,36.51
8:53:44_4/8/2023,auto,27,70,4000,27.0,83,3744,False,False,0,False,36.02
8:55:44_4/8/2023,auto,27,70,4000,26.9,60,3776,False,False,0,False,36.51
8:57:44_4/8/2023,auto,27,70,4000,26.8,69,3768,False,False,0,False,37.00
8:59:44_4/8/2023,auto,27,70,4000,26.7,80,3968,False,False,0,False,36.02
9:1:44_4/8/2023,auto,27,70,4000,26.7,89,3792,False,False,0,False,36.51
9:3:44_4/8/2023,auto,27,70,4000,26.7,93,3808,False,False,0,False,35.54
9:5:44_4/8/2023,auto,27,70,4000,26.8,95,3784,False,False,0,False,36.51
9:7:44_4/8/2023,auto,27,70,4000,27.0,96,3824,False,False,0,False,36.02
9:9:44_4/8/2023,auto,27,70,4000,27.0,65,3792,False,False,0,False,36.02
9:11:44_4/8/2023,auto,27,70,4000,26.9,65,4200,False,False,0,False,36.02
9:13:47_4/8/2023,auto,27,70,4000,26.8,76,3904,False,False,0,False,36.51
9:15:44_4/8/2023,auto,27,70,4000,26.7,86,3736,False,False,0,False,36.51
9:17:44_4/8/2023,auto,27,70,4000,26.7,92,3840,False,False,0,False,36.02
9:19:44_4/8/2023,auto,27,70,4000,26.8,95,4032,False,False,0,False,35.54
9:21:44_4/8/2023,auto,27,70,4000,26.9,89,3816,False,False,0,False,36.02
9:23:44_4/8/2023,auto,27,70,4000,26.9,61,3784,False,False,0,False,36.02
9:25:44_4/8/2023,auto,27,70,4000,26.8,68,3768,False,False,0,False,36.02
9:27:44_4/8/2023,auto,27,70,4000,26.6,79,3960,False,False,0,False,36.02
9:29:44_4/8/2023,auto,27,70,4000,26.6,88,3800,False,False,0,False,36.02
9:31:44_4/8/2023,auto,27,70,4000,26.6,93,3800,False,False,0,False,37.00
9:33:44_4/8/2023,auto,27,70,4000,26.7,95,4072,False,False,0,False,38.46
9:35:44_4/8/2023,auto,27,70,4000,26.9,96,3968,False,False,0,False,37.00
9:37:44_4/8/2023,auto,27,70,4000,27.0,77,3944,False,False,0,False,35.54
9:39:44_4/8/2023,auto,27,70,4000,27.0,59,3760,False,False,0,False,36.02
9:41:44_4/8/2023,auto,27,70,4000,26.8,70,3752,False,False,0,False,35.54
9:43:44_4/8/2023,auto,27,70,4000,26.7,81,3776,False,False,0,False,36.02
9:45:44_4/8/2023,auto,27,70,4000,26.7,90,3776,False,False,0,False,36.51
9:47:44_4/8/2023,auto,27,70,4000,26.7,90,3856,False,False,0,False,37.00
9:49:44_4/8/2023,auto,27,70,4000,26.6,62,3800,False,False,0,False,36.51
9:51:44_4/8/2023,auto,27,70,4000,26.5,67,3776,False,False,0,False,36.51
9:53:44_4/8/2023,auto,27,70,4000,26.4,78,3792,False,False,0,False,35.05
9:55:44_4/8/2023,auto,27,70,4000,26.4,88,3792,False,False,0,False,36.02
9:57:44_4/8/2023,auto,27,70,4000,26.4,93,3816,False,False,0,False,37.00
9:59:44_4/8/2023,auto,27,70,4000,26.6,95,4016,False,False,0,False,35.54
10:1:44_4/8/2023,auto,27,70,4000,26.7,96,3824,False,False,0,False,36.51
10:3:44_4/8/2023,auto,27,70,4000,26.9,97,3960,False,False,0,False,36.51
10:5:44_4/8/2023,auto,27,70,4000,27.0,69,3792,False,False,0,False,36.02
10:7:44_4/8/2023,auto,27,70,4000,27.0,63,4160,False,False,0,False,37.00
10:9:44_4/8/2023,auto,27,70,4000,26.8,74,3776,False,False,0,False,37.48
10:11:44_4/8/2023,auto,27,70,4000,26.8,85,3776,False,False,0,False,36.02
10:13:47_4/8/2023,auto,27,70,4000,26.8,92,3984,False,False,0,False,36.51
10:15:44_4/8/2023,auto,27,70,4000,26.8,94,3808,False,False,0,False,37.00
10:17:44_4/8/2023,auto,27,70,4000,27.0,96,3736,False,False,0,False,36.02
10:19:44_4/8/2023,auto,27,70,4000,27.0,66,3816,False,False,0,False,35.54
10:21:44_4/8/2023,auto,27,70,4000,26.9,64,3688,False,False,0,False,37.48
10:23:44_4/8/2023,auto,27,70,4000,26.8,76,3776,False,False,0,False,37.00
10:25:44_4/8/2023,auto,27,70,4000,26.7,86,3792,False,False,0,False,36.51
10:27:44_4/8/2023,auto,27,70,4000,26.7,92,3800,False,False,0,False,37.00
10:29:44_4/8/2023,auto,27,70,4000,26.8,95,3808,False,False,0,False,37.00
10:31:44_4/8/2023,auto,27,70,4000,26.9,96,3832,False,False,0,False,36.51
10:33:44_4/8/2023,auto,27,70,4000,27.0,78,3808,False,False,0,False,36.02
10:35:44_4/8/2023,auto,27,70,4000,26.9,59,3896,False,False,0,False,37.48
10:37:44_4/8/2023,auto,27,70,4000,26.9,70,3952,False,False,0,False,36.02
10:39:44_4/8/2023,auto,27,70,4000,26.7,82,3728,False,False,0,False,37.00
10:41:44_4/8/2023,auto,27,70,4000,26.7,90,4040,False,False,0,False,37.48
10:43:44_4/8/2023,auto,27,70,4000,26.7,94,3744,False,False,0,False,36.51
10:45:44_4/8/2023,auto,27,70,4000,26.9,96,3808,False,False,0,False,36.51
10:47:44_4/8/2023,auto,27,70,4000,27.0,86,3944,False,False,0,False,37.00
10:49:44_4/8/2023,auto,27,70,4000,27.0,60,3800,False,False,0,False,37.00
10:51:44_4/8/2023,auto,27,70,4000,26.9,67,3728,False,False,0,False,37.00
10:53:44_4/8/2023,auto,27,70,4000,26.7,79,4104,False,False,0,False,37.00
10:55:44_4/8/2023,auto,27,70,4000,26.7,88,3768,False,False,0,False,37.00
10:57:44_4/8/2023,auto,27,70,4000,26.7,94,3800,False,False,0,False,37.00
10:59:44_4/8/2023,auto,27,70,4000,26.8,96,3792,False,False,0,False,36.02
11:1:44_4/8/2023,auto,27,70,4000,27.0,96,3824,False,False,0,False,37.48
11:3:44_4/8/2023,auto,27,70,4000,27.0,64,3776,False,False,0,False,37.48
11:5:44_4/8/2023,auto,27,70,4000,26.9,64,3904,False,False,0,False,36.02
11:7:44_4/8/2023,auto,27,70,4000,26.8,76,4176,False,False,0,False,37.48
11:9:44_4/8/2023,auto,27,70,4000,26.7,86,3712,False,False,0,False,37.00
11:11:44_4/8/2023,auto,27,70,4000,26.7,92,3800,False,False,0,False,37.97
11:13:47_4/8/2023,auto,27,70,4000,26.8,95,3736,False,False,0,False,37.48
11:15:44_4/8/2023,auto,27,70,4000,27.0,96,4056,False,False,0,False,37.97
11:17:44_4/8/2023,auto,27,70,4000,27.0,68,3800,False,False,0,False,36.51
11:19:44_4/8/2023,auto,27,70,4000,26.9,62,3920,False,False,0,False,37.48
11:21:44_4/8/2023,auto,27,70,4000,26.8,74,3784,False,False,0,False,37.00
11:23:44_4/8/2023,auto,27,70,4000,26.7,85,3792,False,False,0,False,37.97
11:25:44_4/8/2023,auto,27,70,4000,26.7,92,3792,False,False,0,False,36.51
11:27:44_4/8/2023,auto,27,70,4000,26.8,95,3816,False,False,0,False,37.00
11:29:44_4/8/2023,auto,27,70,4000,27.0,96,3816,False,False,0,False,36.51
