timestamp,mode,SPTemp,SPHum,SPLight,actTemp,actHum,actLight,manHeater,manComp,manLight,manHum
4:55:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
4:57:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
4:59:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
5:1:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
5:3:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
5:5:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
5:7:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:9:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
5:11:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
5:13:14_1/3/2023,auto,23,90,0,31.0,76,0,False,False,25,False
5:15:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:17:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:19:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:21:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:23:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:25:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:27:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:29:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:31:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:33:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:35:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:37:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:39:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:41:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:43:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:45:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:47:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:49:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:51:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:53:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:55:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:57:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
5:59:14_1/3/2023,auto,23,90,0,30.9,76,0,False,False,25,False
6:1:14_1/3/2023,auto,30,70,1500,30.9,76,0,False,False,25,False
